,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,basement,sqft_living15,sqft_lot15,age_at_selling,log_price,renovated,zip_mean_price
5545,3,2,2810,17674,0,0,0,2,3,1640,1,2400,11240,36,13.304684934198283,0,2
5546,3,1,1680,6758,0,0,0,1,3,1680,0,1910,7000,41,13.200064885068182,0,2
5547,2,2,2150,8060,1,0,0,1,3,2150,0,2150,7172,19,13.251635713108469,0,3
5548,2,2,2820,8159,1,0,0,1,4,2820,0,2910,5000,10,13.507625778194974,0,2
5549,2,2,1750,9353,0,0,0,1,2,1210,1,1930,8545,27,12.980799813082541,0,2
5550,1,1,1060,4000,0,0,0,0,2,1000,1,1310,4000,101,13.268864300883514,0,2
5551,3,2,2430,20720,0,0,0,1,2,2430,0,2580,26950,47,13.050706245640098,0,2
5552,3,2,2660,7754,0,0,0,1,3,1590,1,2250,7754,29,12.544329003944888,0,0
5553,1,1,1670,3507,0,0,0,1,4,1670,0,2330,3889,8,13.199231821660906,0,2
5554,2,1,1380,15426,0,0,0,2,2,1380,0,1380,15426,46,12.915166991419566,0,3
5555,3,3,4160,35000,1,0,0,1,5,4160,0,5330,36446,24,13.955272500339433,0,2
5556,2,2,1790,6191,1,0,0,1,3,1790,0,1790,6758,22,12.429216196844383,0,1
5557,2,2,1940,8547,0,0,0,1,2,1460,1,1750,7803,25,12.491251587763836,0,0
5558,2,1,1390,7200,0,0,0,1,2,1390,0,1630,7340,18,12.460714863903755,0,1
5559,2,1,2200,21890,0,0,1,1,3,1200,1,2600,15162,53,13.064734264567692,0,1
5560,2,2,1264,1536,1,0,0,1,3,1264,0,1264,2067,11,13.180632285528304,0,3
5561,1,0,1095,5120,0,0,0,1,2,1095,0,1310,5120,113,12.61911563549493,0,2
5562,1,0,850,6213,0,0,0,1,1,750,1,1880,5500,99,12.821258284620408,0,2
5563,3,1,1760,5307,0,0,0,2,2,1170,1,1850,6600,66,13.345506928718539,0,3
5564,0,0,690,6825,0,0,0,2,0,690,0,1330,5381,98,11.867097278690842,0,0
5565,2,1,1400,7405,0,0,0,1,2,1400,0,1820,7440,54,12.718896271958837,0,1
5566,4,2,1810,3000,1,0,0,1,2,1810,0,1670,3000,16,12.799399490807907,0,1
5567,1,0,1310,4000,0,0,0,1,2,950,1,1310,4000,73,12.106252310247962,0,2
5568,2,0,1400,10425,0,0,0,2,2,1400,0,1440,10425,46,12.394624752074764,0,0
5569,2,1,2350,12720,0,0,0,2,2,1180,1,1680,10400,51,12.409013489526863,0,0
5570,2,0,1150,8848,0,0,0,1,2,1150,0,1220,9576,47,12.334905517373143,0,1
5571,4,1,1710,8100,0,0,0,2,2,1710,0,1480,8025,53,11.973825279966494,0,0
5572,2,2,1660,10247,0,0,0,2,2,1130,1,1680,7637,46,13.017002861746503,0,2
5573,2,1,1950,10080,0,0,0,2,2,1950,0,2340,8800,48,13.091904169919621,0,2
5574,3,1,1780,9794,0,0,0,1,2,1780,0,1160,9750,47,12.774223335915433,0,2
5575,3,2,2450,4668,1,0,0,1,3,2450,0,2460,4895,11,13.122363377404328,0,1
5576,0,2,2060,10600,0,0,0,1,2,1560,1,2060,11880,87,12.793859310432293,1,0
5577,2,1,1540,11858,0,0,0,2,2,1540,0,1550,11473,49,12.7868906411162,0,1
5578,2,2,1650,13816,1,0,0,1,2,1650,0,1650,15144,16,12.513557345278134,0,1
5579,2,0,1160,7854,0,0,0,1,2,1160,0,1300,8317,55,12.952760593018148,0,1
5580,1,1,1440,15000,0,0,0,1,2,1440,0,1780,15000,29,12.80765263256463,0,2
5581,2,1,2150,13789,0,0,0,2,3,1610,1,2150,15480,48,13.017002861746503,0,1
5582,1,0,1060,6504,0,0,0,1,1,1060,0,1100,7200,64,12.52471908535192,0,1
5583,2,2,2620,17919,0,0,1,2,4,2620,0,3400,14400,65,14.446782334806132,0,3
5584,2,1,1630,9000,0,0,0,1,2,960,1,1880,9000,60,13.493926933836812,0,3
5585,2,1,1840,9697,0,0,0,2,2,1500,1,1430,8079,29,12.367340793126296,0,0
5586,1,0,820,4206,0,0,0,1,0,820,0,1810,7200,65,13.142166004700508,0,1
5587,1,0,820,4206,0,0,0,1,0,820,0,1810,7200,66,13.102058624063964,0,1
5588,2,2,2010,4195,1,0,0,1,3,2010,0,2010,5779,16,13.045482333068371,0,2
5589,3,2,1990,5948,1,0,0,1,3,1990,0,2150,6459,23,13.19188944005294,0,2
5590,3,2,2990,6145,1,0,0,1,3,2990,0,2590,6512,11,12.834681304952548,0,0
5591,3,2,2540,4727,1,0,0,1,4,2540,0,3640,5129,15,13.353475098367715,0,2
5592,2,2,1640,14374,0,0,0,2,2,1140,1,2020,10500,51,12.799399490807907,0,0
5593,3,2,2500,11659,0,0,1,1,4,1490,1,2830,9915,36,12.765688433465597,0,0
5594,3,3,4020,13515,1,0,0,1,5,4020,0,3930,13515,13,14.340239086899256,0,3
5595,2,1,1500,8775,0,0,0,1,1,1390,1,1310,8775,72,12.449018824140563,0,1
5596,3,2,1594,7665,0,0,0,2,2,1088,1,1536,6000,39,12.502466658583977,0,0
5597,3,2,2130,4838,0,0,0,2,2,2130,0,1070,4838,84,12.821258284620408,0,1
5598,2,0,1130,7920,0,0,0,1,2,1130,0,1390,8580,54,12.506177237980511,0,1
5599,2,1,1690,9516,0,0,0,1,2,1690,0,1850,9516,18,12.487485104968359,0,1
5600,1,0,1440,4046,0,0,0,1,2,960,1,1400,4046,69,13.096019402064726,0,2
5601,3,3,3270,6027,1,0,0,1,5,3270,0,3270,6546,13,13.635187003832993,0,2
5602,3,3,4350,112750,0,0,0,1,4,2200,1,2180,223027,8,13.652991628466498,0,2
5603,3,2,1610,11201,0,0,0,2,2,1020,1,1610,9000,32,13.262125319779487,0,3
5604,2,0,950,8000,0,0,0,1,2,950,0,2270,8540,46,12.721885810807203,0,2
5605,2,0,1010,7200,0,0,0,2,1,1010,0,1590,7663,66,12.669806661762314,0,1
5606,2,1,1420,11325,0,0,0,1,2,1420,0,2330,3474,35,13.142166004700508,0,2
5607,2,1,1200,9720,0,0,0,2,2,1200,0,1380,10284,49,12.398756989359676,0,1
5608,4,2,2020,8400,0,0,0,2,2,1010,1,1890,9233,51,13.527828485512494,0,3
5609,4,3,3390,7950,1,0,1,1,2,3390,0,2580,6900,11,12.99430270733681,0,1
5610,1,0,1700,3040,0,0,0,1,3,1460,1,1620,3230,101,13.473020249017498,0,3
5611,4,3,3410,9088,1,0,1,1,4,2760,1,3540,7100,102,14.690979295318174,0,3
5612,2,1,2030,13700,0,0,0,1,3,1630,1,2120,11200,38,12.983101310070822,0,1
5613,3,2,2860,6867,0,0,1,2,2,1560,1,2290,5350,68,13.680835654637672,0,2
5614,3,1,1690,4080,0,0,0,2,2,870,1,1320,4080,30,12.86099861326992,0,2
5615,1,0,760,4746,0,0,0,1,0,760,0,1360,7810,84,11.608235644774552,0,1
5616,2,1,1780,8085,0,0,0,1,2,1210,1,1780,8085,38,13.075271769870477,0,1
5617,2,1,1550,6394,0,0,0,2,3,1550,0,1440,6387,96,13.122363377404328,0,1
5618,3,2,4090,11225,1,0,0,1,5,4090,0,3510,8762,9,13.693342923990066,0,3
5619,1,0,880,5600,0,0,0,2,2,880,0,1240,7015,59,12.367340793126296,0,1
5620,2,2,1320,15236,0,0,0,1,2,880,1,1490,8351,20,12.254862809699606,0,0
5621,1,0,950,4000,0,0,0,1,1,950,0,1480,4000,105,12.676076274775909,0,2
5622,2,1,1390,7904,0,0,0,1,2,1390,0,1910,7904,30,12.91410843858387,0,1
5623,2,1,1900,10225,0,0,0,2,3,1220,1,1850,12630,51,12.765688433465597,0,1
5624,1,0,1392,43710,0,0,0,2,2,1392,0,1640,99316,36,12.765688433465597,0,1
5625,3,2,3340,8930,1,0,1,1,5,3340,0,3160,7865,15,13.487006490992238,0,2
5626,3,2,2750,14982,0,0,1,1,4,1720,0,2860,16344,33,13.312487746261304,0,1
5627,2,0,1400,5662,0,0,0,2,0,1400,0,1250,14375,94,12.745485726148077,0,2
5628,2,2,2220,15757,0,0,0,1,3,1280,1,2020,14098,32,13.232114241363448,0,2
5629,3,0,1210,7740,0,0,0,1,2,1210,0,1100,7740,93,12.804909146618877,0,1
5630,2,1,2390,11242,0,0,0,1,2,1290,1,2270,9650,55,12.948009990259552,0,1
5631,4,1,1870,7344,0,0,0,1,2,1870,0,1870,7650,55,13.017002861746503,0,2
5632,1,1,940,5000,0,0,0,2,2,810,1,940,5026,89,12.8790171187726,0,1
5633,3,0,1120,2685,0,0,0,1,0,860,1,1120,4838,75,11.512925464970229,0,1
5634,2,2,1250,1103,2,0,1,1,3,1250,0,1250,1188,9,13.081541382884074,0,2
5635,2,1,1060,9225,0,0,0,2,2,1060,0,1270,9375,59,12.26434155365415,0,0
5636,4,2,2410,8960,0,0,0,2,2,1600,1,2410,11514,36,13.235692062711331,0,1
5637,4,2,2844,3990,1,0,0,1,3,2844,0,2273,3900,2,12.793720411897448,0,1
5638,3,2,2200,110642,0,0,0,2,2,1330,1,2290,51400,35,13.190022025878143,0,2
5639,4,3,3460,5400,1,0,0,1,5,2830,1,1890,5400,3,13.795307850646754,0,1
5640,1,0,1580,2199,1,0,1,1,3,1580,0,2170,4405,93,13.487006490992238,1,2
5641,1,0,1520,5400,0,0,0,1,2,920,1,1600,5400,63,13.337394108607988,0,2
5642,2,2,2260,19821,1,0,0,1,4,2260,0,2750,22718,20,13.10011776845701,0,1
5643,3,1,1800,2970,0,0,0,2,2,1000,1,1690,3801,91,12.936033799212835,0,2
5644,3,2,2650,11108,1,0,0,1,5,2650,0,2650,11585,28,13.418757390458131,0,2
5645,2,0,1000,4171,0,0,0,1,2,1000,0,1090,3479,29,12.772805901234461,0,2
5646,3,1,2300,8400,0,0,0,2,1,1150,1,1230,8400,52,12.463617623561715,0,0
5647,2,0,1080,7000,0,0,0,2,1,1080,0,1410,7214,99,12.765688433465597,0,1
5648,2,0,902,10464,0,0,0,1,2,902,0,1510,7210,49,11.931635799828413,0,1
5649,1,0,730,7528,0,0,0,1,2,730,0,1620,7528,68,12.84397135185964,0,2
5650,3,1,2600,41041,0,0,0,2,3,2600,0,2750,37318,49,13.835313185260453,0,3
5651,2,1,1570,6700,0,0,0,2,2,1570,0,1570,7300,58,12.945626198904275,0,2
5652,4,2,2876,13927,0,0,1,2,4,1970,1,3500,14454,41,13.704578997256993,0,3
5653,3,2,2290,9546,0,0,0,2,3,1780,1,2360,8864,38,13.412791675524135,0,3
5654,1,2,1470,2533,1,0,0,1,3,1470,0,1470,6511,9,13.096019402064726,0,3
5655,2,3,2620,10137,1,0,0,1,3,1970,1,1960,7680,22,13.195613839143922,0,1
5656,4,1,2680,28014,0,0,0,2,3,1450,1,2900,22180,51,13.707925347284336,0,3
5657,3,1,2020,7767,0,0,0,1,3,2020,0,1940,8239,19,12.66032791780777,0,0
5658,2,2,2100,4440,1,0,1,1,2,2100,0,2100,6000,70,13.592367006650065,0,2
5659,2,1,1510,8250,0,0,0,2,3,1510,0,1770,8250,52,13.154113950717152,0,2
5660,2,2,2850,19593,0,1,1,1,5,1790,1,2850,18782,37,14.28551418721001,0,2
5661,3,2,4280,12796,1,0,0,1,5,3400,1,3520,9593,16,13.997832114758229,0,3
5662,3,2,3238,9112,0,0,1,2,3,1678,1,3056,9668,36,12.7810695355039,0,1
5663,2,2,2740,5925,1,0,1,1,5,2740,0,2740,5948,101,13.963930563082547,1,3
5664,3,2,2020,9600,1,0,0,2,2,2020,0,2250,8550,60,13.442996549995796,0,2
5665,2,3,1520,1500,2,0,0,1,2,1520,0,1520,1323,15,13.122363377404328,0,2
5666,4,2,3860,42733,0,0,1,2,3,2300,1,2520,19353,59,12.971540487669746,0,0
5667,3,2,1600,15312,0,0,0,2,2,1080,1,1620,12375,35,12.609869696537642,0,1
5668,3,2,2090,5289,1,0,0,1,3,2090,0,2080,7109,25,12.765545566117686,0,1
5669,4,3,4020,4500,1,0,0,1,4,3120,1,3550,5775,4,14.166167429577444,0,3
5670,3,2,2910,10189,1,0,0,1,4,2910,0,2780,10125,26,13.813508555293602,0,3
5671,2,0,900,9600,0,0,0,2,2,900,0,1220,8240,45,12.70381302974751,0,2
5672,2,1,1720,5956,1,0,0,1,3,1720,0,1620,9324,33,13.262125319779487,0,3
5673,4,2,3030,9430,1,0,0,2,3,2600,1,2230,8425,53,13.180443588480854,0,1
5674,3,2,3030,10189,0,0,0,1,4,2380,1,1940,10189,11,14.20077295875492,0,3
5675,3,1,2190,9400,0,0,0,2,2,1450,1,1980,9000,52,13.493926933836812,0,3
5676,2,2,1680,5000,1,0,0,1,3,1680,0,1720,5000,27,12.56374708980199,0,0
5677,2,1,1210,9926,0,0,0,2,2,1210,0,1690,9737,61,12.721885810807203,1,3
5678,2,1,1120,7000,0,0,0,1,2,1120,0,1470,7950,59,12.887400249284777,0,2
5679,3,2,3180,13348,1,0,0,1,3,3020,1,3020,10029,10,13.142166004700508,0,1
5680,2,0,920,7500,0,0,0,2,2,920,0,1660,8000,45,12.220961258023925,0,0
5681,1,0,700,8301,0,0,0,1,1,700,0,1250,8304,61,12.421184025147118,0,1
5682,2,2,2540,7216,1,0,0,1,3,2540,0,2140,7531,24,12.487485104968359,0,0
5683,3,1,2100,4560,0,0,0,2,3,2100,0,1930,4560,103,13.815510557964274,0,2
5684,2,0,1540,24500,0,0,0,1,2,1540,0,1540,7250,66,13.815510557964274,0,1
5685,2,1,1420,9828,0,0,0,2,2,1420,0,1550,7227,25,12.394210587645569,0,1
5686,3,1,1450,10074,0,0,0,2,2,1450,0,1340,8023,49,12.644166273130065,0,1
5687,2,1,1550,4057,0,0,0,1,1,830,1,1100,4116,69,12.59136905934781,0,1
5688,2,2,1920,9672,1,0,0,2,3,1920,0,1950,10125,30,12.751299696013497,0,2
5689,2,2,1920,9672,1,0,0,2,3,1920,0,1950,10125,31,13.345506928718539,0,2
5690,3,2,2510,4543,1,0,0,1,3,2510,0,2550,4675,12,13.399995114002609,0,3
5691,1,1,1660,4500,0,0,0,1,3,1660,0,1670,5580,12,13.233904752137237,0,2
5692,3,3,3990,9786,1,0,0,1,4,3990,0,3920,8200,10,13.671640187544572,0,2
5693,2,1,2350,5700,0,0,0,2,3,1810,1,2170,6000,75,13.554145793829866,0,3
5694,2,1,1350,7827,0,0,0,2,2,1350,0,1900,7827,46,12.468244583811861,0,0
5695,4,2,2980,9838,0,0,0,1,2,1710,1,2240,9838,47,12.771386454580234,0,0
5696,4,4,6390,13180,1,0,0,1,5,4560,1,4010,8137,74,14.71972870860416,0,3
5697,2,1,1590,10229,0,0,0,1,2,1590,0,1320,10222,48,12.886641043883259,0,2
5698,3,1,1400,6650,0,0,0,2,1,1400,0,1120,8645,73,12.529966099944527,0,0
5699,2,2,1880,100623,0,0,0,1,3,1880,0,2520,21689,27,13.180632285528304,1,2
5700,3,3,3500,10260,1,0,0,1,5,3500,0,3500,10658,27,13.589863876431945,0,2
5701,1,1,1370,5756,0,0,0,1,3,1370,0,1380,5444,28,12.84792653170257,0,2
5702,3,2,2810,10433,1,0,0,1,3,2810,0,2640,9240,13,12.765688433465597,0,1
5703,2,2,2220,6049,1,0,0,2,3,2220,0,1980,7226,24,12.691580461311874,0,1
5704,2,2,2110,4549,1,0,0,2,3,2110,0,2110,4030,26,12.724866438945341,0,1
5705,2,2,1720,17235,0,0,0,2,2,1440,1,1990,35048,40,12.566889001969455,0,1
5706,4,2,1780,7245,0,0,0,2,3,1330,1,1780,7653,38,13.064734264567692,0,2
5707,2,1,1410,8100,1,0,0,1,2,1410,0,1560,8100,29,12.479909311159902,0,1
5708,2,2,2110,4000,0,0,1,2,2,1110,1,1730,4000,49,13.244581010128577,0,1
5709,2,2,2700,8444,1,0,0,1,5,2700,0,2840,9165,22,13.547631112808673,0,3
5710,2,2,2610,9409,0,0,1,2,3,2610,0,2970,9156,51,14.234220892822458,0,3
5711,2,1,1660,8174,0,0,0,1,2,830,1,1610,9318,33,12.911642346088676,0,2
5712,3,3,4570,16219,1,0,0,1,5,4570,0,4700,16500,13,13.9108207377686,0,3
5713,2,2,3760,188760,0,0,0,2,5,2640,1,2820,50543,35,13.226723392728571,0,1
5714,2,2,1610,3516,1,0,0,1,3,1610,0,1610,3056,9,12.628067055589549,0,1
5715,2,2,1740,9370,0,0,0,1,2,1390,1,1740,7555,22,12.577463773304586,0,1
5716,4,3,3530,218472,1,0,0,1,2,2380,1,2110,211404,15,13.09704556942004,0,1
5717,2,0,840,12091,0,0,0,1,1,840,0,840,9324,55,11.477298287327077,0,0
5718,2,0,840,12091,0,0,0,1,1,840,0,840,9324,56,12.128111104060462,0,0
5719,3,0,1470,6061,0,0,0,1,2,1470,0,1230,6175,69,11.92205053390988,0,0
5720,3,1,2470,5080,0,0,0,1,1,1970,1,1060,5080,66,12.733755386362587,1,1
5721,3,1,2220,7230,0,0,1,1,3,1280,1,2210,7230,65,13.422467969854667,0,1
5722,2,1,1720,4080,0,0,0,2,2,960,1,1660,4080,90,13.329377546788654,0,2
5723,3,2,2700,9320,1,0,0,2,3,2700,0,2120,8056,20,13.638176542681359,0,3
5724,1,0,950,11835,0,0,0,1,0,950,0,1690,12586,82,12.429216196844383,0,1
5725,2,2,1790,8144,1,0,0,1,3,1790,0,1800,7503,25,13.27594246533263,0,2
5726,2,2,1610,1728,2,0,0,1,3,1610,0,1540,3090,14,13.120361374733656,0,2
5727,2,2,2290,6328,1,0,0,1,3,2290,0,1600,6180,13,13.217673557208654,0,1
5728,3,2,2170,204296,0,0,0,2,2,2170,0,1760,154202,34,12.89921982609012,0,1
5729,2,2,2100,4097,1,0,0,1,4,2100,0,1820,4764,7,13.805864180912469,0,3
5730,2,2,2320,52272,0,0,0,1,3,2320,0,2200,52272,40,13.304684934198283,0,3
5731,1,0,1120,6236,0,0,0,2,1,1120,0,1340,7784,61,12.691580461311874,0,1
5732,2,2,1530,6000,1,0,0,2,2,1530,0,1360,6000,23,12.487485104968359,0,1
5733,2,2,3490,9362,0,0,1,2,4,1770,1,3640,7425,55,14.297936707208567,0,3
5734,2,1,1180,8353,0,0,0,1,2,1180,0,1710,8748,55,12.758519943986984,0,1
5735,4,1,2050,3000,0,0,0,1,2,1470,1,1560,4500,103,13.351886535682578,1,2
5736,1,1,2360,11340,0,0,0,1,4,2360,0,3030,11340,17,13.901688254205327,0,3
5737,3,2,2570,7859,1,0,0,1,3,2570,0,2150,7284,22,12.892950213076524,0,1
5738,1,0,1270,3700,0,0,0,1,2,1270,0,1980,3200,105,12.910407015480683,0,2
5739,2,1,1250,7500,0,0,0,1,2,1250,0,1260,7563,47,12.323855681186558,0,0
5740,2,2,2510,9900,0,0,0,1,3,1610,1,1940,8510,37,12.495003937382387,0,0
5741,3,3,2690,4000,1,0,1,2,4,2120,1,2830,4000,105,13.592367006650065,1,3
5742,3,2,2900,6918,1,0,0,1,3,2900,0,2720,10376,14,12.733755386362587,0,0
5743,3,2,3830,11972,0,1,1,1,5,2370,1,3080,12297,34,14.430696197054507,0,1
5744,4,0,1280,3876,0,0,0,1,2,1280,0,1420,3825,91,13.17115354157376,0,3
5745,4,3,4350,6218,1,0,0,1,5,3520,1,3260,5989,7,13.955272500339433,0,2
5746,0,0,1370,6250,0,0,0,2,2,1370,0,1450,6250,93,13.244581010128577,0,2
5747,1,2,1230,1280,1,0,0,1,3,960,1,1130,1357,2,12.866179972011919,0,2
5748,3,2,2440,34290,1,0,0,1,4,2440,0,2860,38119,27,13.487006490992238,0,2
5749,3,3,4410,12426,1,0,1,1,6,3420,1,4090,12127,18,14.22097566607244,0,3
5750,1,0,910,7617,0,0,0,1,1,910,0,1310,6624,78,12.367340793126296,0,1
5751,1,0,910,7617,0,0,0,1,1,910,0,1310,6624,79,12.80765263256463,0,1
5752,2,2,2150,7484,1,0,0,1,3,2150,0,2150,6879,26,12.816517334324876,0,2
5753,2,2,2150,7484,1,0,0,1,3,2150,0,2150,6879,26,13.270783382522602,0,2
5754,3,3,3190,11774,1,1,1,1,3,2610,1,2240,8725,58,13.9108207377686,1,1
5755,3,2,2130,4496,1,0,0,1,2,2130,0,3220,5400,11,12.2783933071098,0,0
5756,3,2,2740,9959,1,0,0,1,4,2740,0,2630,9905,25,13.381645975334411,0,2
5757,3,2,3150,9318,1,0,0,1,4,3150,0,3150,9318,13,13.465953081794405,0,3
5758,2,2,1450,1540,1,0,0,1,3,1180,1,1450,1540,10,13.049792684569493,0,2
5759,4,1,2400,3500,0,0,0,1,3,1900,1,1520,4000,103,13.38472764187182,0,2
5760,3,2,2280,7500,0,0,0,2,2,1140,1,1660,8000,51,12.721885810807203,0,1
5761,3,1,2310,31850,0,0,0,2,3,2310,0,2710,36042,31,13.369223455335854,0,2
5762,3,2,2460,8029,1,0,0,1,4,2460,0,2420,7987,26,13.36648533510373,0,2
5763,3,3,4200,14353,1,0,1,1,6,3640,1,3750,16316,18,14.19394699368452,0,3
5764,3,1,1620,4600,1,0,0,1,2,1620,0,1620,4500,106,12.834681304952548,0,1
5765,3,1,2170,9525,0,0,0,1,3,2170,0,1910,9525,54,13.643535293224463,0,3
5766,2,2,2880,7200,0,0,0,1,3,1710,1,1880,10200,44,13.122263372403996,0,1
5767,3,2,3280,25211,1,0,1,1,5,3280,0,3280,25211,30,13.604789526648622,0,2
5768,4,1,2900,11970,1,0,0,2,2,2900,0,1260,12398,46,12.644327576461329,0,2
5769,2,2,2160,8809,0,0,0,1,4,1540,1,930,5420,0,13.500799813124575,0,2
5770,3,1,2250,4750,0,0,0,2,2,1420,1,1930,4750,90,13.365780033558094,0,2
5771,2,0,1340,4800,0,0,0,2,0,1340,0,1240,4800,112,12.323855681186558,0,1
5772,3,0,1390,10800,0,0,0,2,2,1390,0,1390,9360,73,12.942039823273047,0,2
5773,3,1,1600,10160,0,0,0,2,2,1600,0,1540,9352,43,12.487485104968359,0,1
5774,3,2,2050,8683,1,0,0,1,3,2050,0,2010,8744,27,13.217673557208654,0,2
5775,2,1,2570,159865,0,0,0,2,2,2570,0,2010,38322,47,13.346626301986454,0,2
5776,2,2,2660,10637,1,0,0,1,4,2660,0,2590,8637,23,13.296316684527767,0,1
5777,2,1,1540,13475,0,0,0,2,2,1540,0,1550,13475,42,12.506177237980511,0,1
5778,4,2,2640,3200,1,0,0,2,2,2140,1,1540,2242,108,13.513560513714788,0,3
5779,1,1,1210,1032,1,0,0,1,3,1210,0,1210,1090,0,12.787064052652976,0,2
5780,3,2,3760,29224,1,0,0,1,5,3760,0,3930,19916,27,13.825460888817442,0,2
5781,1,1,1350,4286,0,0,0,1,3,1350,0,1440,4839,10,13.028052697933088,0,2
5782,4,2,2600,9600,0,0,1,2,3,1810,1,2070,9660,46,12.644327576461329,0,0
5783,2,2,3900,111514,1,0,0,1,1,3460,1,2460,217800,47,12.936033799212835,0,2
5784,1,0,1340,8100,0,0,1,1,3,1340,0,1680,7752,64,13.021437458814368,0,2
5785,2,1,1760,16928,0,0,0,1,2,1760,0,3430,10059,62,13.604789526648622,0,3
5786,2,1,1840,4750,0,0,0,2,2,1010,1,1760,5510,63,13.500801182986649,0,2
5787,2,2,2980,86636,0,0,0,1,4,2230,1,2980,107157,26,13.623138665316818,0,2
5788,2,2,1730,3000,1,0,0,1,3,1730,0,1730,1774,18,13.407542319637992,0,2
5789,3,1,1650,7800,0,0,0,1,3,1650,0,1750,10400,46,12.699243334057444,0,1
5790,2,2,3370,36218,1,0,0,2,4,3370,0,2980,31793,26,13.458764182902971,0,3
5791,2,2,2200,34680,1,0,0,1,4,2200,0,2560,35840,29,12.957488734214095,0,1
5792,3,2,2180,3375,0,0,0,2,2,1420,1,1560,3375,88,13.395439297466748,0,2
5793,2,1,1490,10844,0,0,0,1,2,1210,1,2090,9944,40,13.005829561148378,0,2
5794,2,2,1530,762,1,0,0,1,3,1050,1,1610,1482,7,13.017002861746503,0,3
5795,2,0,1180,7455,0,0,0,2,2,1180,0,1450,8154,50,12.765688433465597,0,2
5796,3,2,2080,17532,1,0,0,1,4,2080,0,2550,12560,18,13.038981768465277,0,1
5797,3,2,3200,22651,0,0,0,2,3,1610,0,2030,5500,44,12.86099861326992,0,1
5798,3,2,1880,6160,1,0,0,1,2,1880,0,1580,6405,21,12.513557345278134,0,0
5799,2,2,2510,5544,1,0,0,1,2,2510,0,2660,5614,14,13.190022025878143,0,2
5800,1,0,1060,5200,0,0,0,1,1,1060,0,910,5200,46,12.285345826424681,0,1
5801,2,2,2130,12245,1,0,0,1,3,2130,0,1910,12216,26,12.691580461311874,0,1
5802,2,1,1320,7280,0,0,0,1,2,1320,0,1370,7800,47,12.948486067393038,0,2
5803,2,1,1040,5650,0,0,0,2,1,1040,0,1290,5650,63,12.460714863903755,0,1
5804,2,1,1150,4500,0,0,0,1,2,1150,0,1230,5400,97,13.017002861746503,1,2
5805,3,2,2120,3794,1,0,0,2,2,1420,1,1420,3840,88,13.487239797107582,0,2
5806,2,1,2130,5000,0,0,0,2,2,1330,1,2010,5000,89,13.38779984090879,0,2
5807,3,2,2340,8248,1,0,0,1,3,2340,0,2140,9963,25,13.252514061869373,0,2
5808,3,1,2250,292288,0,0,0,2,2,2250,0,1550,23798,52,12.926348493478372,0,1
5809,2,1,1890,3825,0,0,0,1,2,1290,1,1320,3825,40,13.171058298943088,0,2
5810,1,0,1140,10152,0,0,0,1,1,760,1,1340,10141,73,11.938193200374572,0,1
5811,2,2,2780,5467,1,0,1,1,4,2780,0,2630,5000,14,13.560618308335483,0,1
5812,3,2,2390,6111,1,0,0,1,3,2390,0,2520,6500,18,12.732279371334467,0,0
5813,2,1,2390,9000,0,0,0,1,3,1500,1,2040,9000,40,13.253391639810733,0,2
5814,2,1,2680,8429,0,0,0,2,4,1880,1,1570,8640,64,13.389332408258568,1,1
5815,1,2,1560,1222,1,0,0,1,3,1080,1,1560,2081,6,12.983101310070822,0,2
5816,1,0,1130,8160,0,0,0,2,1,1130,0,1060,6120,62,12.240474072247506,0,0
5817,1,0,1120,7500,0,0,1,2,2,1120,0,3040,16940,43,13.199324418540456,0,2
5818,3,2,2050,9583,1,0,1,1,3,1770,1,2230,9730,49,12.863592648446968,0,1
5819,4,2,2600,8075,0,0,0,2,3,2600,0,2200,8800,45,12.487485104968359,0,1
5820,2,2,1050,572,1,0,0,1,2,740,1,1260,1062,9,12.429216196844383,0,1
5821,2,1,2600,6600,1,0,1,1,5,1930,1,2670,6270,45,14.346138809026444,1,2
5822,3,2,2811,7251,1,0,0,1,4,2811,0,3040,7250,5,13.028052697933088,0,1
5823,3,3,4060,13000,1,0,1,1,5,4060,0,3220,13800,14,14.403297222866392,0,3
5824,2,1,2260,7200,0,0,1,1,2,1130,1,2260,6000,73,13.539757056377766,0,2
5825,3,2,4430,74358,1,0,0,1,5,4430,0,3820,80875,25,13.785051350479566,0,2
5826,2,2,2430,8327,0,0,0,2,4,1430,1,2550,10427,36,13.444446876573442,0,3
5827,2,2,3420,25150,0,0,0,2,5,1750,1,2900,19604,27,13.57966163415251,0,3
5828,1,0,1180,5100,0,0,0,1,2,1180,0,980,5100,89,13.011431816697048,0,2
5829,3,2,2010,7575,0,0,0,1,2,1220,1,1820,7831,40,12.994530005894443,0,2
5830,2,1,1230,7789,0,0,0,1,2,1230,0,1470,8670,21,12.535376392672774,0,1
5831,4,2,2750,6000,0,0,0,1,3,1750,1,1520,4158,110,13.795307850646754,1,2
5832,2,2,1300,14197,0,0,0,1,2,860,1,1550,7596,18,12.409013489526863,0,0
5833,2,1,1150,11475,0,0,0,1,2,1150,0,1640,11475,43,12.567237494741757,0,1
5834,2,1,2220,132858,0,0,0,1,2,1110,1,2130,77536,26,12.983101310070822,0,2
5835,2,2,2050,11690,1,0,0,2,4,2050,0,2410,10172,25,13.279367126213993,0,1
